"study_site","depth_maps_generation_quality","depth_maps_generation_filtering_mode","total_sparse_point_cloud_processing_time_mins","total_dense_point_cloud_processing_time_mins","dense_point_cloud_points","dense_cloud_generation_file_size_mb","x_error_m","y_error_m","z_error_m","xy_error_m","total_error_m","number_of_images","flying_altitude_m","tie_points","ground_resolution_cm_pix","coverage_area_km2","reprojection_error_pix","general_cameras","general_aligned_cameras","general_coordinate_system","general_rotation_angles","point_cloud_points","point_cloud_rms_reprojection_error","point_cloud_max_reprojection_error","point_cloud_mean_key_point_size","point_cloud_point_colors","point_cloud_key_points","point_cloud_average_tie_point_multiplicity","alignment_accuracy","alignment_generic_preselection","alignment_reference_preselection","alignment_key_point_limit","alignment_tie_point_limit","alignment_guided_image_matching","alignment_adaptive_camera_model_fitting","alignment_matching_time_mins","alignment_matching_memory_usage_mb","alignment_alignment_time_mins","alignment_alignment_memory_usage_mb","alignment_software_version","alignment_file_size_mb","depth_maps_count","depth_maps_generation_processing_time_mins","depth_maps_generation_memory_usage_mb","depth_maps_generation_software_version","depth_maps_generation_file_size_mb","dense_point_cloud_point_colors","dense_cloud_generation_processing_time_mins","dense_cloud_generation_memory_usage_mb","dense_cloud_generation_software_version"
"SQ09_02","Lowest","Mild",2.13333333333334,3.05,689542,9.87,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.12,7370,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.566145 (44.357 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,330.93,0.716666666666667,169.25,"1.6.4.10928",13.49,157,1.83333333333333,230.66,"1.6.4.10928",20.42,"3 bands, uint8",1.21666666666667,637.86,"1.6.4.10928"
"SQ09_02","Lowest","Disabled",2.13333333333334,3.05,689740,9.88,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.12,7360,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.566145 (44.357 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,330.93,0.716666666666667,169.25,"1.6.4.10928",13.49,157,1.83333333333333,230.68,"1.6.4.10928",20.56,"3 bands, uint8",1.21666666666667,457.27,"1.6.4.10928"
"WA85_02","Ultra High","Aggressive",1.83333333333333,217.916666666667,274509634,3830,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.74,0.0389,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,52.9166666666667,5260,"1.6.4.10928",2870,"3 bands, uint8",165,31120,"1.6.4.10928"
"WA85_02","Ultra High","Moderate",1.83333333333333,213.85,332191216,4640,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.72,0.0389,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,52.85,5450,"1.6.4.10928",3180,"3 bands, uint8",161,31420,"1.6.4.10928"
"WA85_02","Ultra High","Mild",1.83333333333333,198.733333333333,345993526,4830,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.72,0.0387,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,53.7333333333333,5330,"1.6.4.10928",3070,"3 bands, uint8",145,31110,"1.6.4.10928"
"WA85_02","Ultra High","Disabled",1.83333333333333,209.016666666667,347477325,4860,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.72,0.0389,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,54.0166666666667,5370,"1.6.4.10928",3250,"3 bands, uint8",155,32560,"1.6.4.10928"
"WA85_02","High","Aggressive",1.83333333333333,47.0166666666666,57835771,832.95,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.73,0.0388,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,12.9833333333333,1830,"1.6.4.10928",822.2,"3 bands, uint8",34.0333333333333,8010,"1.6.4.10928"
"WA85_02","High","Moderate",1.83333333333333,46,70400894,1013.9,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.71,0.0387,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,12.9833333333333,1820,"1.6.4.10928",893.94,"3 bands, uint8",33.0166666666667,8030,"1.6.4.10928"
"WA85_02","High","Mild",1.83333333333333,42.5333333333333,75509615,1060,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.71,0.0385,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,13.25,1620,"1.6.4.10928",864.29,"3 bands, uint8",29.2833333333333,8080,"1.6.4.10928"
"WA85_02","High","Disabled",1.83333333333333,43.7833333333333,75789571,1070,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.7,0.0387,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,13.25,1670,"1.6.4.10928",900.99,"3 bands, uint8",30.5333333333333,8320,"1.6.4.10928"
"WA85_02","Medium","Aggressive",1.83333333333333,11.5833333333333,12727037,184.01,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.73,0.0381,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,3.58333333333333,874.62,"1.6.4.10928",225.81,"3 bands, uint8",8,4120,"1.6.4.10928"
"WA85_02","Medium","Moderate",1.83333333333333,11.2166666666667,15720428,227.21,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.7,0.0381,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,3.56666666666667,820.78,"1.6.4.10928",247.01,"3 bands, uint8",7.65,4300,"1.6.4.10928"
"WA85_02","Medium","Mild",1.83333333333333,10.2666666666667,17189009,248.28,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.69,0.0379,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,3.65,729,"1.6.4.10928",240.77,"3 bands, uint8",6.61666666666667,3930,"1.6.4.10928"
"WA85_02","Medium","Disabled",1.83333333333333,10.5,17262596,249.48,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.69,0.0381,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,3.63333333333333,827.68,"1.6.4.10928",249.31,"3 bands, uint8",6.86666666666667,4080,"1.6.4.10928"
"WA85_02","Low","Aggressive",1.83333333333333,3.66666666666667,2766534,40.01,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.76,0.0245,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,1.45,561.06,"1.6.4.10928",61.03,"3 bands, uint8",2.21666666666667,1570,"1.6.4.10928"
"WA85_02","Low","Moderate",1.83333333333333,3.46666666666666,3583976,51.79,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.71,0.0278,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,1.43333333333333,637.27,"1.6.4.10928",67.16,"3 bands, uint8",2.03333333333333,1680,"1.6.4.10928"
"WA85_02","Low","Mild",1.83333333333333,3.21666666666667,4030145,58.19,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.69,0.0301,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,1.46666666666667,673.02,"1.6.4.10928",66.73,"3 bands, uint8",1.75,1200,"1.6.4.10928"
"WA85_02","Low","Disabled",1.83333333333333,3.25,4062910,58.7,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.69,0.0321,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,1.45,636.33,"1.6.4.10928",68.92,"3 bands, uint8",1.8,1680,"1.6.4.10928"
"WA85_02","Lowest","Aggressive",1.83333333333333,1.58333333333333,693356,10,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.76,7120,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,0.8,241.68,"1.6.4.10928",17.06,"3 bands, uint8",0.783333333333333,465.29,"1.6.4.10928"
"WA85_02","Lowest","Moderate",1.83333333333333,1.56666666666667,768014,11.09,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.75,7410,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,0.8,252.15,"1.6.4.10928",17.57,"3 bands, uint8",0.766666666666667,486.89,"1.6.4.10928"
"WA85_02","Lowest","Mild",1.83333333333333,1.46666666666667,906806,13.07,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.72,8300,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,0.8,251.85,"1.6.4.10928",17.15,"3 bands, uint8",0.666666666666667,674.68,"1.6.4.10928"
"WA85_02","Lowest","Disabled",1.83333333333333,1.48333333333333,925888,13.36,2.44631,0.875525,0.688272,2.59826,2.68788,144,69.6,182826,1.71,9500,0.619,144,144,"w gs 84 (epsg::4326)","yaw, pitch, roll","182,826 of 192,544","0.158662 (0.619208 pix)","0.477505 (46.469 pix)","3.0934 pix","3 bands, uint8","no","3.09087","high","yes","source","40,000","4,000","no","yes",1.4,312.14,0.433333333333333,203.73,"1.6.4.10928",13.84,144,0.8,411,"1.6.4.10928",17.97,"3 bands, uint8",0.683333333333333,534.36,"1.6.4.10928"
NA,"Ultra High","Aggressive",2.13333333333334,444,217849350,3060,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.13,0.0475,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,137,10570,"1.6.4.10928",3460,"3 bands, uint8",307,33000,"1.6.4.10928"
NA,"Ultra High","Moderate",2.13333333333334,435,273338064,3840,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.1,0.0476,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,136,10430,"1.6.4.10928",3870,"3 bands, uint8",299,33020,"1.6.4.10928"
NA,"Ultra High","Mild",2.13333333333334,410,291916677,4100,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.1,0.0473,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,140,10490,"1.6.4.10928",3790,"3 bands, uint8",270,33490,"1.6.4.10928"
NA,"Ultra High","Disabled",2.13333333333334,422,287222142,4040,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.1,0.0476,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,140,10260,"1.6.4.10928",3990,"3 bands, uint8",282,34270,"1.6.4.10928"
NA,"High","Aggressive",2.13333333333334,93.3666666666666,48260672,695.39,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.12,0.0473,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,33.7333333333333,3210,"1.6.4.10928",973.07,"3 bands, uint8",59.6333333333333,8450,"1.6.4.10928"
NA,"High","Moderate",2.13333333333334,90.85,58461078,842.59,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.1,0.0473,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,33.4833333333333,2940,"1.6.4.10928",1030,"3 bands, uint8",57.3666666666667,8440,"1.6.4.10928"
NA,"High","Mild",2.13333333333334,84.4,63668779,917.38,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.1,0.047,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,34.4333333333333,3130,"1.6.4.10928",1020,"3 bands, uint8",49.9666666666667,8440,"1.6.4.10928"
NA,"High","Disabled",2.13333333333334,86.0166666666667,63559317,916.37,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.1,0.0472,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,34.4166666666667,3120,"1.6.4.10928",1050,"3 bands, uint8",51.6,8670,"1.6.4.10928"
NA,"Medium","Aggressive",2.13333333333334,23.4666666666667,10700962,153.86,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.14,0.0462,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,9.15,1090,"1.6.4.10928",265.14,"3 bands, uint8",14.3166666666667,4180,"1.6.4.10928"
NA,"Medium","Moderate",2.13333333333334,22.7333333333333,12847399,184.84,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.11,0.0462,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,9.05,1080,"1.6.4.10928",284.3,"3 bands, uint8",13.6833333333333,3740,"1.6.4.10928"
NA,"Medium","Mild",2.13333333333334,21.1666666666667,14503110,208.67,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.09,0.0461,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,9.2,1250,"1.6.4.10928",287.25,"3 bands, uint8",11.9666666666667,4330,"1.6.4.10928"
NA,"Medium","Disabled",2.13333333333334,21.2833333333333,14475534,208.35,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.09,0.0464,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,9.23333333333333,1120,"1.6.4.10928",292.1,"3 bands, uint8",12.05,4000,"1.6.4.10928"
NA,"Low","Aggressive",2.13333333333334,7.41666666666667,2561805,36.75,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.14,0.0243,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,3.61666666666667,580.38,"1.6.4.10928",75.08,"3 bands, uint8",3.8,1390,"1.6.4.10928"
NA,"Low","Moderate",2.13333333333334,7.21666666666667,2806235,40.28,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.12,0.0249,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,3.56666666666667,652.93,"1.6.4.10928",77.48,"3 bands, uint8",3.65,993.36,"1.6.4.10928"
NA,"Low","Mild",2.13333333333334,7.1,3236508,46.45,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.11,0.0261,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,3.65,683.41,"1.6.4.10928",78.5,"3 bands, uint8",3.45,1440,"1.6.4.10928"
NA,"Low","Disabled",2.13333333333334,7.2,3239746,46.53,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.1,0.0271,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,3.73333333333333,716.54,"1.6.4.10928",80.06,"3 bands, uint8",3.46666666666667,1460,"1.6.4.10928"
NA,"Lowest","Aggressive",2.13333333333334,2.91666666666666,605101,8.66,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.13,7000,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,1.83333333333333,369.62,"1.6.4.10928",19.72,"3 bands, uint8",1.08333333333333,420.62,"1.6.4.10928"
NA,"Lowest","Moderate",2.13333333333334,2.93333333333333,631308,9.04,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.13,7030,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,1.8,231.29,"1.6.4.10928",19.97,"3 bands, uint8",1.13333333333333,608.3,"1.6.4.10928"
NA,"Lowest","Mild",2.13333333333334,2.98333333333333,690301,9.88,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.12,7380,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,1.8,411.89,"1.6.4.10928",20.42,"3 bands, uint8",1.18333333333333,446.27,"1.6.4.10928"
NA,"Lowest","Disabled",2.13333333333334,3,691004,9.9,0.954792,1.30928,0.518462,1.62045,1.70137,157,86,124234,2.12,7370,0.826,157,157,"w gs 84 (epsg::4326)","yaw, pitch, roll","124,234 of 132,813","0.1882 (0.826198 pix)","0.5661 (44.3569 pix)","3.17947 pix","3 bands, uint8","no","5.05508","high","yes","source","40,000","4,000","no","yes",1.41666666666667,314.68,0.716666666666667,150.77,"1.6.4.10928",13.49,157,1.81666666666667,233.82,"1.6.4.10928",20.57,"3 bands, uint8",1.18333333333333,613.61,"1.6.4.10928"
